URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,QABName (code),QABName (name),EstablishmentAccredited (code),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code),FSM,AccreditationExpiryDate
127828,"383","Leeds","2096","Headingley First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Bennett Road","","","Leeds","West Yorkshire","LS6 3HN","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011397","Headingley & Hyde Park","E14000780","Leeds North West","A1","(England/Wales) Urban major conurbation","E08000035",427904,436077,"Leeds 044","Leeds 044D","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002373","E01011440","",""
127829,"383","Leeds","2097","Spring Bank First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Spring Road","","","Leeds","West Yorkshire","LS6 1AD","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011397","Headingley & Hyde Park","E14000780","Leeds North West","A1","(England/Wales) Urban major conurbation","E08000035",428030,435791,"Leeds 110","Leeds 110G","","","","","","999","","","","Lancashire and West Yorkshire","","72190947","","0","Not applicable","0","Not applicable","","","E02006861","E01032946","",""
127830,"383","Leeds","2098","Hunslet Carr First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Woodhouse Hill Road","","","Leeds","West Yorkshire","LS10 2DN","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011399","Hunslet & Riverside","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",431170,430765,"Leeds 092","Leeds 092B","","","","","","999","","","","Lancashire and West Yorkshire","","72548423","","0","Not applicable","0","Not applicable","","","E02002421","E01011472","",""
127831,"383","Leeds","2102","Hunslet Moor First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Fairford Avenue","","","Leeds","West Yorkshire","LS11 5EL","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011399","Hunslet & Riverside","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",430163,431361,"Leeds 085","Leeds 085D","","","","","","999","","","","Lancashire and West Yorkshire","","72067039","","0","Not applicable","0","Not applicable","","","E02002414","E01011374","",""
127832,"383","Leeds","2105","Summerfield First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Intake Lane","","","Leeds","West Yorkshire","LS13 1DQ","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011387","Bramley & Stanningley","E14000781","Leeds West","A1","(England/Wales) Urban major conurbation","E08000035",422907,435302,"Leeds 052","Leeds 052B","","","","","","999","","","","Lancashire and West Yorkshire","","72104926","","0","Not applicable","0","Not applicable","","","E02002381","E01011328","",""
127833,"383","Leeds","2107","Ingram Road First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Brown Lane East","","","Leeds","West Yorkshire","LS11 9LA","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05012647","Beeston & Holbeck","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",429017,432004,"Leeds 082","Leeds 082C","","","","","","999","","","","Lancashire and West Yorkshire","","72031341","","0","Not applicable","0","Not applicable","","","E02002411","E01011368","",""
127834,"383","Leeds","2109","Iveson House First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Iveson Rise","","","Leeds","West Yorkshire","LS16 6LW","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011413","Weetwood","E14000780","Leeds North West","A1","(England/Wales) Urban major conurbation","E08000035",426056,438620,"Leeds 019","Leeds 019C","","","","","","999","","","","Lancashire and West Yorkshire","","72105868","","0","Not applicable","0","Not applicable","","","E02002348","E01011684","",""
127835,"383","Leeds","2114","Beecroft First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Sandford Road","","","Leeds","West Yorkshire","LS5 3BB","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011402","Kirkstall","E14000781","Leeds West","A1","(England/Wales) Urban major conurbation","E08000035",426500,435400,"Leeds 045","Leeds 045A","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002374","E01011477","",""
127836,"383","Leeds","2116","Kirkstall First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Argie Road","","","Leeds","West Yorkshire","LS4 2QZ","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011402","Kirkstall","E14000781","Leeds West","A1","(England/Wales) Urban major conurbation","E08000035",427295,434764,"Leeds 056","Leeds 056D","","","","","","999","","","","Lancashire and West Yorkshire","","72005373","","0","Not applicable","0","Not applicable","","","E02002385","E01011482","",""
127837,"383","Leeds","2121","Low Road First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Low Road","Hunslet","","Leeds","West Yorkshire","LS10 2PS","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011399","Hunslet & Riverside","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",431466,431466,"Leeds 112","Leeds 112A","","","","","","999","","","","Lancashire and West Yorkshire","","72018639","","0","Not applicable","0","Not applicable","","","E02006876","E01011467","",""
127838,"383","Leeds","2125","Lower Wortley First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Lower Wortley Road","","","Leeds","West Yorkshire","LS12 4PX","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05012648","Farnley & Wortley","E14000781","Leeds West","A1","(England/Wales) Urban major conurbation","E08000035",426558,432025,"Leeds 083","Leeds 083B","","","","","","999","","","","Lancashire and West Yorkshire","","72124835","","0","Not applicable","0","Not applicable","","","E02002412","E01011736","",""
127839,"383","Leeds","2127","Manston First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Dennil Road","Cross Gates","","Leeds","West Yorkshire","LS15 8SD","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011391","Cross Gates & Whinmoor","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",436604,435409,"Leeds 057","Leeds 057B","","","","","","999","","","","Lancashire and West Yorkshire","","72056748","","0","Not applicable","0","Not applicable","","","E02002386","E01011407","",""
